No.,Title,Text
11,【無料公開中】環境ビジネス特別号『脱炭素の設備投資-移行期の今、何をすべきか？-』PR,エネルギー業界最大級の展示会「スマートエネルギーWeek関西」が、2022年11月16日（水）から18日（金）までの3日間、大阪・インテックス大阪で開催された。関西エリアでの同イベントは、昨年の初開催より多くの人が集まり、2050年のカーボンニュートラル向けて、全国規模での盛り上がりを見せている。環境ビジネス編集部は、特別号「脱炭素の設備投資-移行期の今、何をすべきか？-」を会場内で配布した。今回は、環境ビジネスオンライン限定で、展示会で注目されていた企業の紹介とともに、展示会場で配布した特別号を無料配布する。※環境ビジネス特別号は文末よりダウンロードできますNTTデータは、CDPが保有するグローバル各企業の温室効果ガス排出量情報等の使用許諾契約を国内企業として初めて締結。同社が提唱するサプライヤーの排出量削減効果を自社の排出量へ反映する「総排出量配分方式」では、CDP保有データを活用することで、より効率的に排出量算定ができる。今回、新たなサービスとしてサプライチェーン上流の企業向けに「C-Turtle LITE」をローンチ。上流企業の可視化が進まないという課題を持つ顧客の要望に応えて開発した。可視化まで手が回らないという企業も簡単に算出に取り組むことができ、大企業（サプライチェーン下流）の要望を果たせるようなサービスとして提供していく。ブース講演に登壇した同社の南田晋作氏は「可視化は入口で、減らすために何をするか。NTTデータがやりたいことは、サプライチェーン全体を可視化した上で、一体となって脱炭素化を進めることが目標」と意気込んだ。太陽光発電システムの国内施工4万件以上の施工実績を持つサニックス。今回の見どころは、初期投資ゼロで導入でき、脱炭素に貢献する自家消費型太陽光発電システム ・PPAモデルだ。太陽光発電システムが設置可能な屋根であれば、CO2排出量削減に取り組みながら、節電も叶う。初期投資が難しい事業者には初期投資ゼロのPPAモデルを提案、既に導入した企業からは喜びの声が上がっているという。さらに同社は部材調達、設計・施工、補助金申請からメンテナンスまでサービスを展開。実績もさることながら、ワンストップでクライアントを手厚くサポートできる体制も強みだ。ブースでは来場者層に合わせた事例を展示。他社の事例などの情報を共有しながら足を止めた来場者と丁寧に対話を行い、ニーズをくみ取っていた。同社は他にも、これまで培った高い技術力とノウハウを活かし、大型の太陽光発電や蓄電システム、カーポート型システムなど、太陽光発電システム に関するソリューションを広く提供すると語った。企業、自治体の脱炭素シフトによって、EVの需要が高まっている中、三菱自動車工業は、11月下旬に販売を再開した軽商用EV「ミニキャブ・ミーブ」、並びに6月に発売を開始し「2022-2023日本カー・オブ・ザ・イヤー」を受賞した軽EV「eKクロスEV」を展示。両車両とも会場の注目を集め、特に「ミニキャブ・ミーブ」は、国内メーカー唯一の軽商用EVで企業、自治体の脱炭素社会実現に向けた取り組みに寄与する有効な方策の一つ。導入するにあたっては、国や自治体のEV導入補助金や減税が利用可能であり、導入後のランニングコストの軽減も期待できる。会場でも、通常の営業車としての利用や配送におけるラストワンマイルとして、自社の脱炭素化を進めるにあたっての導入検討を考える企業担当者や、レジリエンスを考える自治体担当者が多く訪れていた。同社の担当者は「今後もコスト削減と一緒に環境価値を提供し、さらなる性能の充実、利便性の拡充など改良を重ねていく」と話した。※環境ビジネス特別号をオンライン限定で無料配布します。※環境ビジネス特別号をオンライン限定で無料配布します。
12,太陽光発電の最大限導入「直ちに取り組む」　GX実行会議が基本方針,政府は12月22日、首相官邸で「GX（グリーン・トランスフォーメーション）実行会議」を開き、今後10年を見据えたエネルギー供給や脱炭素の取り組みなどについて示す「基本方針」を示した。エネルギーについては、需要側での徹底した省エネや製造業の燃料転換を進めるとともに、供給側では再生可能エネルギーや原子力といった、エネルギー安全保障に寄与し脱炭素効果の高い電源を最大限活用するとの考え方を示した。岸田文雄首相は「GXは経済社会全体の大変革であり、技術進歩や各国の取り組み次第で状況が変わる」として、米国が巨額のエネルギー投資支援策を打ち出し、EU（欧州連合）が炭素価格の国境調整措置について合意したことについて言及。「日本150兆円超のGX投資を官民で実現していくため、国として20兆円規模の大胆な先行投資支援を実行する。技術や各国の政策を踏まえ、機動的で柔軟な対応が必要となる。各プロジェクトの進捗状況をレビューし、基本方針のバージョンアップを連続的に行っていく」と述べた。※記事単位での購入はポイントが必要です
13,大塚製薬、国内2工場に太陽光設備を導入　CO2年間約450t削減,農林水産省は12月21日、大塚製薬（東京都千代田区）が提出した太陽光発電設備等の導入により、製造に伴うCO2排出量を削減するための「事業適応計画の変更」を認定したと発表した。今回認定されたのは、同社高崎工場（群馬県高崎市）と板野工場（徳島県板野町）。同社は今後、「カーボンニュートラルに向けた投資促進税制」において税制措置の適用を受けることができるようになる。各工場における取り組みの内容は以下のとおり。
14,スカパーJSATグループ、実質再エネ比率が約93％に,スカパーJSATホールディングス（東京都港区）は、100％子会社であるスカパーJSAT（同）が運営する「スカパー東京メディアセンター」において、電力購入契約を見直し、11月22日からすべての使用電力を実質再生可能エネルギー由来の電力へ切り換えたと発表した。同社グループの実質再エネ由来の電力使用拠点は、スカパーJSATが運営する「横浜衛星管制センター」、「茨城ネットワーク管制センター」、「赤坂本社」を含め4拠点となった。グループ全体の使用電力に占める実質再生可能エネルギー比率は約93％（2021年度実績比）となった。
15,NTTアーバンソリューションズ、SBT1.5℃水準の認定取得,NTTアーバンソリューションズ（東京都千代田区）グループは12月21日、2030年度に向けた温室効果ガス（GHG）削減目標として、「スコープ1、2で2020年度比80%削減（1.5℃目標）」、「スコープ3で同年度比45％削減（スコープ3全体の約70%をカバーするカテゴリ11（販売した製品の使用）」が、SBTの認定（1.5℃水準）を取得したと発表した。目標達成のため、従来の取り組みに加え先端技術の活用を図ることで事業や企業活動における気候変動問題への対応をより一層進めていく考え。
16,キリンビール、福岡・岡山工場を100％再エネ電力化　太陽光は9工場に導入,"キリンビール（東京都中野区）は12月20日、福岡工場（福岡県朝倉市）と岡山工場（岡山県岡山市）の購入電力を再生可能エネルギー100％に切り替えると発表した。2023年1月から導入する。これにより同社全9工場のうち4工場が再エネ電力100％に転換し、同社全体の再エネ比率は42％となる。国内ビール工場では、先行して名古屋工場（愛知県清須市）と仙台工場（宮城県仙台市）が再エネ100％化を完了している。これらの取り組みにより、温室効果ガス（GHG）排出量を年間約7,700トン削減できる見込み。"
17,太陽光発電所の取得資金203億円をグリーンPJボンドで調達　過去最大,"リニューアブル・ジャパン（東京都港区）は12月20日、太陽光発電所の取得資金として、203億円を再生可能エネルギープロジェクトボンドスキームにより調達したと発表した。日本の再エネグリーンプロジェクトボンドでは過去最大の発行額となる。対象となる再エネ事業は、全国15都道府県に分散された33物件の太陽光発電所で、設備容量は合計61.4MW。年間CO2排出削減量は約30,046トンを見込んでいる。"
18,「環境配慮設計」にJIS制定　組織・バリューチェーン全体で環境負荷低減へ,経済産業省は12月20日、持続可能な製品・サービスのための「エコデザイン（環境配慮設計）に関する日本産業規格（JIS）を制定したと発表した。組織における製品・サービスの設計・開発やマネジメントシステムにどのように環境配慮設計を組み込むか、要求される取り組みなどを示した。同JISの適用により、例えば、異業種間の連携・協力のもとで開発される製品・サービスへの環境配慮設計の共通理解と関連環境情報が、バリューチェーン全体で共有されることを促し、バリューチェーン全体での環境影響の低減にも貢献することが期待されるという。※記事単位での購入はポイントが必要です
19,都、住宅向け太陽光パワコン等の更新費用補助　蓄電池は上限15万／kWhに,東京都は12月19日、住宅での再エネ設備の継続利用を促すため、太陽光発電システムのパワーコンディショナ（PCS）等をはじめとする機器更新費用の補助事業を創設すると発表した。併せて、電力需給対策・脱炭素化対策を強化するため、蓄電池や地中熱利用システムの設置に対して補助率を引上げるなど補助制度を拡充する。申請できる期間はいずれも2023年1月31日～2025年3月31日。新たに創設する機器更新費用の補助では、太陽光発電システムを既に設置している住宅等に対して、同システムのパワーコンディショナ、補助熱源機の更新費用を補助する。補助率は1／2で上限額は1台10万円。
20,伊藤忠商事、米・次世代型燃料電池メーカーUpstart Powerと提携,伊藤忠商事（東京都港区）は12月19日、次世代型燃料電池メーカーのUpstart Power（Upstart社／米国マサチューセッツ州）と資本・業務提携したと発表した。Upstart社の第三者割当増資を引き受けるとともに、同社が製造する次世代型燃料電池の日本市場における共同開発・製造・マーケティング・独占販売に関する戦略的業務提携契約を締結した。Upstart社は住宅用燃料電池システム「Upgen NXG」を製造・販売するスタートアップ企業だ。特許取得済みの熱制御技術や独自開発の材料技術等を応用することで、分散型発電としての次世代型燃料電池の製品化に成功し、米国市場で実装を始めている。短時間での発電のオン・オフが可能な「間欠運転機能 」や、貯水タンクが不要になることで機器をコンパクト化 したこと、都市ガス・プロパンガス・メタンなど多様な燃料の選択肢があることなどが特徴だ。
21,外務省、途上国で使ってほしい「脱炭素技術関連製品」を募集　NGOと連携し提供,外務省は12月21日、日本企業と日本のNGOが協力して開発途上国の脱炭素化を支援する「脱炭素技術海外展開イニシアティブ」について、日本企業の脱炭素技術関連製品・パッケージの2022年度募集を開始した。応募期間は2023年1月23日まで。「脱炭素技術海外展開イニシアティブ」は、日本のODA（政府開発援助）スキームの一つである日本NGO連携無償資金協力等を活用した取り組み。日本企業と日本のNGOが協力しつつ、日本企業が有する高度な脱炭素技術を、支援を必要とする開発途上国に提供する。日本NGO連携無償資金協力は、日本のNGOが開発途上国・地域で実施する経済・社会開発事業に政府資金を提供する制度だ。
22,IEA「22年の石炭使用量が過去最大に」中国、インドの動向に注目,国際エネルギー機関（IEA）は12月16日、新しい報告書「Coal 2022」を発表した。エネルギー危機の中、2022年の世界の石炭消費量は過去最高を更新する見込みだという。この水準は2025年頃まで続くという。報告書によると、2022年の世界の石炭使用量は1.2%増加。調査開始以来、初めて単年で80億トンを超える見込みで、これまで最大だった2013年の記録を上回る数字となっている。その要因としては、先進国での石炭需要の減少が、アジア新興国の需要増加によって相殺されていること。 さらに、ロシアの天然ガス供給減の影響を強く受ける欧州は、2年連続で石炭消費量を増加させている。
23,非FIT低圧太陽光発電の遠隔監視で提携　エナジー・ソリューションズら,"エナジー・ソリューションズ（ESI／東京都千代田区）とクリーンエナジーコネクト（CEC／東京都千代田区）は、12月20日、非FIT低圧太陽光発電の遠隔監視サービス「ソーラーモニター」で提携し、CECの発電所管理に必要な機能を共同で開発したと発表した。CECはオフサイトコーポレートPPAサービス（電力購入契約）向けに非FIT低圧太陽光発電所を、2025年までに国内約5,000ヶ所で開発する計画だ。今回、その発電所の管理・監視用にESIが開発した「ソーラーモニター」を採用した。"
24,日産、車両に低CO2の鋼材・アルミ板材を採用　神戸製鋼から調達,日産自動車（神奈川県横浜市）と、神戸製鋼所（兵庫県神戸市）は2023年1月以降、神戸製鋼製の低CO2高炉鋼材「Kobenable Steel」とグリーンアルミニウム原料を用いたアルミ板材を日産車へ順次適用していくと発表した。「Kobenable Steel」が量産車に採用されるのは初めて。今回適用される低CO2高炉鋼材「Kobenable Premier」は、製造時のCO2排出量をマスバランス方式（割り当て方式）により100％削減したもの。具体的な使用量については、今後協議のうえ決定する。
25,ブリヂストン　グループ最大規模9.95MWpの太陽光発電、タイ工場に設置,"ブリヂストン（東京都中央区）は12月19日、タイにある子会社Thai Bridgestoneが、工場屋上部分に同社グループ最大規模となる太陽光発電パネルを設置したと発表した。発電規模は9.95MWp。発電で得た電力は同工場のタイヤ生産に活用する。この取り組みにより、今後15年間で97,500トンのCO2排出量を削減できる見込みだ。"
26,概算要求倍増の「再エネ推進交付金」　自治体はどう生かすべきか？,2022年度に創設された「地域脱炭素移行・再エネ推進交付金」。概算要求では次年度予算額が22年度の200億円から400億円に倍増、補正予算で50億円が計上されるなど注目を集める。自治体は地域の脱炭素化に向けて、この交付金をどう活用できるか。環境省大臣官房地域脱炭素事業推進課課長犬丸淳氏に聞いた。――本事業導入の背景は2021年6月に策定された「地域脱炭素ロードマップ」では、2025年度までに少なくとも100カ所の「脱炭素先行地域」を選定し、地域特性などに応じた先行的な取り組みにより、2030年度までに民生部門のカーボンニュートラルを実現するとしています。2050年より20年も前倒しの非常に意欲的な目標です。その達成には、技術革新を待たずして、今すぐに行動を起こす必要があります。裏を返せば、家庭やオフィスなどの脱炭素化は既存の技術でも十分に実現できます。この取り組みを支援するために、環境省は「地域脱炭素移行・再エネ推進交付金」を創設しました。※記事単位での購入はポイントが必要です
27,J-クレジット改定　水素・アンモニア、バイオ潤滑油の利用でクレジット創出,経済産業省は12月19日、J-クレジット制度において、水素・アンモニアとバイオ潤滑油の利用でクレジットが創出できる新たな方法論を策定したと発表した。同日、制度文書・方法論の改定を行った。J-クレジット制度では、現在、63種の取組がクレジット創出の対象であり、それぞれの取組ごとに、方法論が存在する。方法論は、温室効果ガスを削減する技術や方法ごとに排出削減算定方法やモニタリング方法等を規定したものだ。
28,カゴメ、国内2工場で再エネ電力に切り替え　CO2年間3500t減,"カゴメ（愛知県名古屋市）は12月16日、同社富士見工場（長野県諏訪郡）と上野工場（愛知県東海市）で使用する電力を、再生可能エネルギー由来の電力に切り替えると発表した。切り替えは2023年1月に実施する。富士見工場は「カゴメトマトジュース」「野菜生活 100」などを生産している。今回の切り替えにより、同工場の年間使用電力（7,748MWh）はすべて再エネ由来となる。同工場におけるCO2排出量は年間約3,000トンを削減できる見込みだ。"
29,伊藤忠、太陽光電力で製造したアルミ原料を調達　神戸製鋼向け,伊藤忠商事（東京都港区）は12月19日、アラブ首長国連邦（UAE）のアルミニウム製造世界大手のEmirates Global Aluminium（EGA社）から太陽光発電由来の電力を用いて製造した環境配慮型のアルミニウム（グリーンアルミニウム）原料を調達し、神戸製鋼所（兵庫県神戸市）へ販売すると発表した。太陽光由来の電力で製造されたアルミニウムの調達は、今回の契約が日本初となる。神戸製鋼所は、日産自動車（神奈川県横浜市）向けのアルミ板材を製造するためにグリーンアルミニウム原料を購入する。神戸製鋼所によると、グリーンアルミニウムは太陽光で発電した電力のみを使用して電解精錬することにより、アルミニウム地金製造時のCO2排出量を約50％削減できるという。
30,丸井ら、オフサイトコーポレートPPA構築へ　太陽光5カ所を東電管内に新設,丸井（東京都中野区）、ミツウロコグリーンエネルギー（同・中央区）、JA三井エナジーソリューションズ（同）の3社は12月16日、東京電力管内で、需要家が発電事業者から長期間・固定価格で再生可能エネルギーを調達する「オフサイトコーポレートPPA」の構築に取り組むと発表した。JA三井エナジーが東電管内5カ所で太陽光発電所を新規開発。同発電所で発電される再生可能エネルギーを、小売電力事業者のミツウロコが、需要家である丸井の都内2施設に対供給する。なお、この取り組みは、経済産業省の2022年度「需要家主導による太陽光発電導入促進補助金」に採択された。
31,丸紅、チリ大手ガスとグリーン水素の実証開始　南米初・製造から販売まで一貫,丸紅（東京都千代田区）は12月16日、同社が出資するチリ大手ガス会社Gasvalpo社がグリーン水素の実証実験を開始したと発表した。同実証事業では、太陽光発電で製造したグリーン水素を、チリ北部コキンボ州のガスパイプラインネットワークに注入し、都市ガスの一部を水素に置き換えて、住民・企業など2000カ所以上に提供する。
32,22年度第2次補正予算と23年度概算要求のポイントは？　編集部が徹底解説,省エネ補助金や太陽光発電補助金、電気自動車補助金など、2022（令和4）年度第2次補正予算と2023（令和5）年度概算要求には大規模な環境・エネルギーに関する支援政策が目白押しだ。それらがどういった過程で立案されてきたものかを振り返り、概要を把握することで、活用のイメージ、実現性が増すだろう。6月、政府は「経済財政運営と改革の基本方針2022」を閣議決定した。その中で、成長と分配をともに高める「人への投資」を始め、科学技術・イノベーション、スタートアップ、グリーントランスフォーメーション（GX）、デジタルトランスフォーメーション（DX）への各投資を柱とする「新しい資本主義」の実現に向けた重点投資分野についての官民連携投資の基本方針を示した。※記事単位での購入はポイントが必要です
33,レンゴー子会社、独本社工場に5.6MW太陽光を導入,レンゴー（大阪府大阪市）は12月16日、ドイツにある子会社トライコー・パッケージング＆ロジスティクス（トライコー社）が、バイエルン本社工場の屋根と将来の拡張用用地に、太陽光発電設備を導入すると発表した。発電容量は5.6MW（太陽光パネル約1万4千枚）。これにより、年間1千トン以上のCO2排出量を削減できる見込みだ。運転開始は2023年下期予定。
34,23年注目補助金（1）　地域の脱炭素化を加速、再エネ・省エネ拡大へ,
35,23年注目補助金（2）　民間企業の自家消費型太陽光導入を促進,
36,ソフトバンクら、カーボンクレジット活性化目指す新団体に参画,ソフトバンク（東京都港区）は12月15日、テクノロジーを活用し、地方創生とカーボンクレジット取引活性化の両立を目指す「ナチュラルキャピタルクレジットコンソーシアム」（NCCC）に参画すると発表した。同社は森林・農地のCO2吸収量を可視化できる農業AIブレーン「e-kakashi（イーカカシ）」のCO2吸収量推定システムを提供し、信頼性の高いカーボンクレジット発行を支援する。NCCCは、日本のカーボンクレジット市場の活性化を目指すコンソーシアム。九州大学主幹教授で九州大学都市研究センター長の馬奈木 俊介氏が理事長を務めるNatural Capital（ナチュラルキャピタル）が、12月15日に設立した。森林・農地・海洋資源など自然資本のポテンシャルによるCO2の吸収量を、テクノロジーを活用して測定・評価し、クレジット化することによってカーボンクレジット市場の活性化を促進することがねらいだ。
37,「2050年脱炭素宣言」から2年、エネルギー危機を再エネ加速の好機に,政府による「2050年カーボンニュートラル宣言」から約2年。日本では関連制度の見直しやロードマップ・目標の策定が矢継ぎ早に行われてきた。こうした動向を踏まえて、環境省ではどんな政策を打ち出しているのか。具体的な取り組みや今後の展開について、地球環境局 地球温暖化対策課の泉 勇気氏の講演をレポートする。（11月10日開催　環境ビジネスフォーラムより）2050年カーボンニュートラルの実現に向けて、 政府は2021年4月、2030年度の温室効果ガス排出削減目標を2013年度比46%減とすると発表。 6月には地球温暖化対策推進法が改正され、「2050年カーボンニュートラル宣言」が基本理念として法に位置付けられるとともに、 地域と共生する再生可能エネルギー(再エネ)導入を促進する制度が創設された。 また、地域脱炭素ロードマップも策定した。※記事単位での購入はポイントが必要です
38,スマートエナジー、低圧太陽光バルクスキーム向け保守運営事業に参入,スマートエナジー（東京都中央区）は12月15日、設備容量50kW未満の小規模太陽光発電所をまとめて開発・運営する「低圧バルクスキーム」向けの保守運営事業に本格参入すると発表した。この取り組みの一環としてクリーンエナジーコネクト（東京都千代田区）から、低圧太陽光バルクスキームにおける保守運営業務を受注した。今後、2025年まで同太陽光設備の運営管理を担う。
39,東京都、中小企業の「蓄電池」導入支援を強化　助成率4分の3に拡充,東京都は12月15日、中小企業・学校法人などが設置する蓄電池の助成率を、4分の3以内まで引き上げると発表した。再エネ発電設備と蓄電池を同時に設置する場合は最大1億円（発電設備との合計）、蓄電池単独設置の場合は最大450万円を助成する。2023年1月4日受付分から拡充適用を開始する。申請期間は3月31日まで。助成対象事業者は、中小民間企業、学校法人、公益財団法人、社会福祉法人など。大企業や区市町村は拡充の対象外。また、蓄電池は定置用であること（可搬式は不可）、再エネ発電設備と併設する場合はFIT・FIP制度の設備認定を受けない設備に付帯することなどが要件となる。
40,電通、社員の脱炭素アクションを企業PRにつなげるサービス開発へ,電通ジャパンネットワーク（東京都港区）は12月15日、従業員1人ひとりの脱炭素アクションを促進し、脱炭素社会に向けた企業独自の取り組みを効率的にPRできる発信環境配慮型ソリューションの開発に着手したと発表した。第1弾として、10月には電通（東京都港区）と日本テレビ放送網（同）が2週間にわたる実証実験を行った。同取り組みの詳細は以下のとおり。
41,【グローバル】脱炭素関連ニュース（12月12日～16日配信）,12月12日から16日までに配信した海外の脱炭素関連ニュースをまとめてご紹介します。
42,中部初・営農型オフサイトPPAサービス実施へ　23年春から,"中部電力ミライズ（同・名古屋市）は12月13日、オーエスジー（愛知県豊川市）、アグリガスコム（同・豊橋市）と、営農型オフサイトPPAサービスを開始すると発表した。豊川市内10カ所に太陽光発電所を設置し、2023年春ごろから発電した電気をオフサイトPPAサービスとして、オーエスジーの工場4カ所に20年間にわたり供給する。このうち6カ所の太陽光発電所では、太陽光パネルの下で農業生産を行う。中部電力ミライズは、愛知県豊川市内でアグリガスコムが設置を進めるオーエスジー専用太陽光発電所10施設（総出力約4,500kW）から電気を調達する。"
43,東京都、新築住宅への太陽光パネル設置を義務化　25年度から,"新築戸建て住宅などを対象に太陽光パネルの設置を義務付ける東京都の条例案が、12月15日、都議会で可決、成立した。都は2年間程度の準備・周知期間を設け、2025年4月の制度施行を目指す。条例では、都内で年間2万m2以上を建築する大手ハウスメーカーなど（50社程度の見込み）を対象に、中小規模（延床面積2,000m2未満）の新築ビル・住宅などへの太陽光パネルの設置を義務付ける。既存の物件は対象外。これは都内の年間新築棟数の半数程度の規模を想定しているという。なお、制度の対象事業者以外でも、実績報告を任意で提出し、公表制度等へ参加できる。義務対象の事業者がどの建物に太陽光発電パネルを設置するかは、日照などの立地条件や住宅の形状等を踏まえて判断することとなる。屋根の面積が一定規模未満の住宅等については、設置対象から除外できる。※記事単位での購入はポイントが必要です"
44,京都府、中小企業の脱炭素化推進　独自モデルでESG投融資促進へ,京都府は府内中小企業の脱炭素化推進に向けて、金融機関と連携した独自モデルによりESG投融資を推進する枠組み「京都ゼロカーボン・フレームワーク」の創設を目指す。12月1日には府内の地域金融機関や経済団体等と「地域脱炭素・京都コンソーシアム」を設立。活動を通じて、企業がESG投融資を促進させる手法・体制の整備、金融機関から企業への脱炭素化に向けた提案力の向上を図る。中小企業へのアプローチの方法として、地域金融機関が有する中小企業ネットワークに着目し実施する。この取り組みは11月29日、環境省の2022年度「グリーンファイナンスモデル事例創出事業」に採択された。
45,2030年カーボンハーフに向けて取り組みを加速　東京都の新たな施策とは？,気候変動の影響が増大する中、東京都は2022年9月に「東京都環境基本計画」を策定した。同時に、新築住宅等への太陽光発電設備設置義務化などを含む「カーボンハーフ実現に向けた条例制度改正の基本方針」も公表。これらの新たな施策のポイントを環境局長の栗岡祥一氏と環境局建築物担当部長の木村真弘氏が概説した。（11月10日開催　環境ビジネスフォーラムより）気候変動やエネルギー危機などに直面する中、脱炭素のための具体的なアクションがかつてなく求められている。しかし、国連機関によると、現在の世界各国のCO2削減目標では2030年の排出量はむしろ増加するという。ウクライナ情勢を発端としたエネルギー危機が資源価格の高騰をもたらし、原油や天然ガスの供給不安が化石燃料の多くを輸入に頼る日本の脅威となっている。※記事単位での購入はポイントが必要です
46,環境ビジネス23年冬号発売　特集・サーキュラーエコノミーの見どころを解説,日本ビジネス出版（東京都港区）は12月15日、「環境ビジネス2023年冬号」を発売した。特集のテーマは「サーキュラーエコノミー」（循環型経済）。脱炭素の流れの中で社会に浸透してきた「モノを効率的に使用する」「所有ではなく利用に価値を置く」といったこの概念について、有識者へのインタビューや事例紹介を通じ、ビジネスチャンスを探る。また、2020年度の第2次補正予算・2023年度概算要求の中から、企業・自治体の環境・エネルギー実務者が押さえておくべき注目の補助金についても特集した。
